tf,condition,primetime_logFC,chromVAR_dif,tobias_logFC,primetime_sign,chromVAR_sign,tobias_sign,primetime_pval_adj,chromVAR_pval_adj,tobias_pvalue
NR3C1,mNPC_differentiation,0.0772263151260761,0.06977363487577752,0.07968,NS,Upregulated,NS,0.650599821772105,4.7912160101148405e-9,2.36858e-73
NR3C1,TFCP2L1_knockdown,0.150065527829648,0.005915125705067831,-0.01285,NS,NS,Downregulated,0.494098207084412,0.9451855424841861,4.33755e-15
NR3C1,Forskolin_stimulation_NPC_24h,0.0523196067781589,-0.010466465979320771,0.08343,NS,NS,NS,0.936450156163708,0.9424753190497472,1.68209e-73
NR3C1,Forskolin_stimulation_NPC_4h,0.191649882148388,0.003545595439750665,0.02791,NS,NS,NS,0.253234540715693,0.9932348525597723,2.06262e-25
NR3C1,Heat_shock_NPC,0.121894797036667,-0.019765189724191484,0.15876,NS,NS,NS,0.585765086858602,0.11624425985037688,2.8525e-90
NR3C2,Chiron_removal,0.154561410757139,-0.003536791275004839,-0.03601,NS,NS,Downregulated,0.908130000950612,0.849032979238393,1.8112599999999998e-42
NR3C2,FOXA1_overexpression,0.183509585831477,-0.012786948371639734,0.04666,NS,NS,NS,0.92869572764428,0.5671752001350816,2.6855199999999996e-20
NR3C2,LIF_removal_24h,0.248392660204488,0.0027242560819976487,-0.01085,NS,NS,Downregulated,0.768745598943699,0.8861497681277445,7.48878e-11
NR3C2,POU5F1_degradation,-0.637630826538579,0.01494158251030374,-0.07588,NS,NS,Downregulated,0.302013912059847,0.10647252534967434,3.82898e-69
NR3C2,SOX2_degradation,0.620351160122665,-0.01016796731332345,-0.09412,NS,NS,Downregulated,0.0987449204421975,0.28407937134663697,5.0271300000000004e-77
NR3C2,Serum,0.0587179173341747,0.005719110014072144,-0.04071,NS,NS,Downregulated,0.866828405212337,0.9130189015133432,1.09174e-43
NR3C2,Forskolin,0.155937332223433,0.0032598774212067878,-0.06067,NS,NS,Downregulated,0.606340217168693,0.9681364143246259,1.6392499999999996e-52
NR3C2,Heat_shock,0.273469019979411,-0.016407425649522505,-0.06716,NS,NS,Downregulated,0.247881694517208,0.18392929843452469,2.12155e-49
NR3C2,LIF_removal_1h,0.162355613606453,2.2199069012666202e-4,-0.05149,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,2.0192e-43
NR3C2,LIF_removal_3h,0.121811709009341,0.004521198802322794,-0.08511,NS,NS,Downregulated,0.890857641398841,0.9990609479484573,4.68857e-62
NR3C2,LIF_removal_6h,-0.00684699118759873,0.013107757885411487,-0.05724,NS,NS,Downregulated,0.973286817510173,0.9900224097324921,6.0503199999999986e-52
NR3C2,mNPC_differentiation,0.493139856384776,0.03825992167711138,0.02999,NS,Upregulated,NS,0.0525255626322419,5.810774536002201e-4,4.1584799999999995e-34
NR3C2,TFCP2L1_knockdown,0.0289569691875981,0.00171302791035818,-0.04635,NS,NS,Downregulated,0.949428193153183,0.963724134899497,1.43145e-44
NR3C2,Forskolin_stimulation_NPC_24h,0.0905346404677046,-0.0024681657229519358,0.07877,NS,NS,NS,0.936313341342127,0.9667729220897776,3.36773e-64
NR3C2,Forskolin_stimulation_NPC_4h,0.203021852492074,0.003099855708277123,0.03278,NS,NS,NS,0.404998008565123,0.9932348525597723,1.78316e-22
NR3C2,Heat_shock_NPC,0.61339337668898,-0.012423104601667644,0.06127,NS,NS,NS,0.0622190697342793,0.3492623618231356,4.2114399999999997e-44
NR4A1,Chiron_removal,0.0300112008016861,-0.012424303700068032,-0.0897,NS,NS,Downregulated,0.925839129898384,0.61443629483598206,1.5508e-91
NR4A1,FOXA1_overexpression,-0.303980603493267,-0.0038555363944835115,0.12718,NS,NS,NS,0.789720059729306,0.3660453761154092,9.57882e-78
NR4A1,LIF_removal_24h,-0.0613956592964974,-0.04471253346867283,-0.14278,NS,Downregulated,Downregulated,0.953196944872845,0.011756438711284428,4.543509999999999e-116
NR4A1,POU5F1_degradation,-0.409767703701415,-0.0013271606926352564,-0.06871,NS,NS,Downregulated,0.250829045471525,0.9299510531404769,2.77269e-80
NR4A1,SOX2_degradation,-0.798887315734191,0.03480092740892071,-0.04206,Downregulated,Upregulated,Downregulated,0.00209345266061447,0.0093282427788437,1.39917e-66
NR4A1,Serum,-0.257116843454556,-0.014320642019563123,-0.06526,NS,NS,Downregulated,0.0295348733263673,0.8552617658543936,3.70067e-75
NR4A1,Forskolin,0.249244542921964,0.01258887893830233,-0.04552,NS,NS,Downregulated,0.128254585748668,0.8351111067758511,1.35606e-54
NR4A1,Heat_shock,0.455734241684072,0.04875627163913744,-0.03568,Upregulated,Upregulated,Downregulated,1.5660819409106e-4,0.005336950748563064,2.5685499999999998e-43
NR4A1,LIF_removal_1h,0.0781726669824654,0.005540050762657699,-0.04395,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,5.79829e-55
NR4A1,LIF_removal_3h,-0.152670830595128,-0.01567942300406716,-0.10471,NS,NS,Downregulated,0.672542266954426,0.9990609479484573,1.5078399999999998e-85
NR4A1,LIF_removal_6h,0.100227984106126,-0.015520029805139963,-0.12589,NS,NS,Downregulated,0.601981810293063,0.9972264321673686,2.1498e-96
NR4A1,mNPC_differentiation,-0.9703318476918,-0.10782207604861549,-0.27278,Downregulated,Downregulated,Downregulated,1.45936570862482e-7,3.774906902780582e-8,2.0565e-132
NR4A1,TFCP2L1_knockdown,-0.166394182749762,-0.007927414151329398,-0.04108,NS,NS,Downregulated,0.453453810412383,0.9451855424841861,1.2634e-47
NR4A1,Forskolin_stimulation_NPC_24h,0.136355928708148,0.015452325770012876,0.08672,NS,NS,NS,0.763458905507052,0.9424753190497472,1.56544e-73
NR4A1,Forskolin_stimulation_NPC_4h,2.20716228926846,0.0575714271659738,0.14735,Upregulated,Upregulated,NS,1.6462262394153102e-14,0.0011293970780995575,1.26014e-88
NR4A1,Heat_shock_NPC,-0.238923673882101,0.030375279047664343,0.26681,NS,NS,NS,0.236701586225356,0.11624425985037688,4.2556900000000004e-119
NR4A2::RXRA,Chiron_removal,0.0303022256338827,-0.013459591861360884,-0.0376,NS,NS,Downregulated,0.948826322066587,0.4863876158969611,2.35229e-45
NR4A2::RXRA,FOXA1_overexpression,-0.443534476773737,-0.023885333670480215,0.10504,NS,NS,NS,0.82062655765857,0.8763967947850061,3.2787999999999997e-52
NR4A2::RXRA,LIF_removal_24h,-0.475480331776162,-0.011164962681315841,-0.05882,NS,NS,Downregulated,0.31857278348172,0.4133943873172628,5.22013e-59
NR4A2::RXRA,POU5F1_degradation,-1.22314077223536,0.009082584531510774,0.00719,Downregulated,NS,NS,0.00546875625169434,0.3943646868918498,2.50059e-4
NR4A2::RXRA,SOX2_degradation,-2.30078887860978,-0.001976909482186819,0.03347,Downregulated,NS,NS,1.49776626637965e-9,0.8476612848043553,3.88581e-41
NR4A2::RXRA,Serum,-0.941905138118714,-0.015314826926075567,-0.03938,Downregulated,NS,Downregulated,4.50373301956259e-7,0.5752607689382614,1.19342e-36
NR4A2::RXRA,Forskolin,-0.714754762388207,-5.558266121738599e-4,6.5e-4,Downregulated,NS,NS,1.0163855383915e-4,0.9982454964048935,0.760611
NR4A2::RXRA,Heat_shock,-0.705855298153873,0.030765845003926304,0.00297,Downregulated,Upregulated,NS,4.3401403548588e-4,0.018488387802203646,0.678295
NR4A2::RXRA,LIF_removal_1h,0.194496563818564,-0.007915370001118551,-0.01237,NS,NS,Downregulated,0.856605853241138,0.9967208797546465,1.21621e-6
NR4A2::RXRA,LIF_removal_3h,-0.0672099902546753,-0.01302258063138923,-0.03174,NS,NS,Downregulated,0.910647543770054,0.9990609479484573,1.19654e-28
NR4A2::RXRA,LIF_removal_6h,-0.172351878084444,-0.0015839714540209267,-0.00572,NS,NS,Downregulated,0.533305518051098,0.9972264321673686,8.60184e-6
NR4A2::RXRA,mNPC_differentiation,-2.66603344568999,-0.0741652736014265,-0.13483,Downregulated,Downregulated,Downregulated,9.486412126954128e-11,1.7806582707935757e-7,3.26614e-86
NR4A2::RXRA,TFCP2L1_knockdown,-0.432442114270698,-0.004339753841076294,-0.05224,NS,NS,Downregulated,0.0281064276558288,0.9451855424841861,1.18276e-41
NR4A2::RXRA,Forskolin_stimulation_NPC_24h,-0.0118978094392786,0.006079426531004031,0.01291,NS,NS,NS,0.967767970609754,0.9667729220897776,3.45603e-8
NR4A2::RXRA,Forskolin_stimulation_NPC_4h,0.146113847655934,-0.004090905268672111,0.01317,NS,NS,NS,0.398652576255828,0.9932348525597723,5.35385e-6
NR4A2::RXRA,Heat_shock_NPC,-0.326836770663753,0.017851628006394032,0.04634,NS,NS,NS,0.122571616226373,0.30088365411476764,7.661179999999999e-37
NR5A2,Chiron_removal,0.177717506787707,-0.024137436954675212,-0.12108,NS,NS,Downregulated,0.843494006530403,0.24222171797187628,4.5778799999999996e-117
NR5A2,FOXA1_overexpression,1.06834870742115,0.006201515383037953,0.13944,NS,NS,NS,0.236038206564354,0.9427278854126933,3.1032999999999993e-99
NR5A2,LIF_removal_24h,-0.123382242849135,-0.04792077964932376,-0.22139,NS,Downregulated,Downregulated,0.785376171246892,0.006231334989688779,5.826719999999999e-142
NR5A2,POU5F1_degradation,-0.0887594411490352,0.007133626186584701,-0.07199,NS,NS,Downregulated,0.846572753454252,0.6130250612877727,3.29058e-95
NR5A2,SOX2_degradation,-0.238678613204347,-0.05277168616071981,-0.1103,NS,Downregulated,Downregulated,0.549510780368552,1.9905699321341513e-4,3.2310599999999994e-116
NR5A2,Serum,-0.274535180653883,-0.04732268076631188,-0.07569,NS,Downregulated,Downregulated,0.324527759333155,0.03304526173201026,6.652889999999999e-84
NR5A2,Forskolin,0.308700295082136,-0.0075393730867935665,-0.03713,NS,NS,Downregulated,0.260941033222597,0.9681364143246259,9.53321e-59
NR5A2,Heat_shock,0.958361120572523,0.11795052397971177,0.10023,Upregulated,Upregulated,NS,1.30568050594598e-5,2.629558386302073e-8,4.99861e-101
NR5A2,LIF_removal_1h,0.00467526929019733,0.0071259658801242996,-0.00817,NS,NS,Downregulated,0.996601642100319,0.9967208797546465,2.07288e-12
NR5A2,LIF_removal_3h,-0.011223895659376,-0.0056091117884331035,-0.03953,NS,NS,Downregulated,0.984763658191153,0.9990609479484573,3.2934e-57
NR5A2,LIF_removal_6h,0.111314914108085,-0.018049929629968056,-0.05786,NS,NS,Downregulated,0.789676869403813,0.9900224097324921,2.7211700000000003e-77
NR5A2,mNPC_differentiation,-0.581498676885289,-0.2021314167998769,-0.41674,NS,Downregulated,Downregulated,0.0343306478542744,7.856673448040153e-14,3.253059999999999e-163
NR5A2,TFCP2L1_knockdown,-0.19402352217303,-0.013384801936156652,-0.05391,NS,NS,Downregulated,0.553072105451196,0.9451855424841861,1.33011e-69
NR5A2,Forskolin_stimulation_NPC_24h,-0.0955449807256773,-2.3105648297466752e-4,0.05045,NS,NS,NS,0.936313341342127,0.9909707680590795,4.0203e-60
NR5A2,Forskolin_stimulation_NPC_4h,-0.0346393755691456,-0.01212081306092097,0.0737,NS,NS,NS,0.899529296720729,0.9932348525597723,4.54851e-64
NR5A2,Heat_shock_NPC,-0.455479980823412,0.016195323109346405,0.23367,NS,NS,NS,0.0320216385943633,0.6137965845053008,3.2493599999999994e-118
NRF1,Chiron_removal,-0.175572457907065,-0.0033244943593758363,-0.00259,NS,NS,NS,0.628725718119776,0.8906940699253507,0.99375
NRF1,FOXA1_overexpression,-0.161320710936589,0.03722392085537271,-0.02828,NS,NS,Downregulated,0.923104213148729,0.6138038269090182,3.9612699999999996e-27
NRF1,LIF_removal_24h,-0.328353569727007,0.03303337241499925,0.02132,NS,NS,NS,0.25682375119085,0.18757626227424531,1.16857e-32
NRF1,POU5F1_degradation,0.289008405495251,0.06845948190153756,0.3417,NS,Upregulated,NS,0.25966684963697,0.00127443154221583,1.13152e-143
NRF1,SOX2_degradation,0.462272259881147,0.04816569720413286,0.31092,Upregulated,Upregulated,NS,0.00513883955232075,0.012311125324253732,6.9408e-139
NRF1,Serum,-0.520229427520908,-0.009987789948759554,0.02849,Downregulated,NS,NS,0.00572229510053789,0.942650531837139,2.75922e-43
NRF1,Forskolin,-0.351405298906258,-0.002840885640501268,0.14959,NS,NS,NS,0.0476870751216216,0.9982454964048935,1.06548e-102
NRF1,Heat_shock,-0.87983329296564206,-0.015402287116339477,0.07543,Downregulated,NS,NS,3.22283618228422e-6,0.5971204515446199,4.1965e-79
NRF1,LIF_removal_1h,-0.00694264023632137,-0.013514610050527526,0.08438,NS,NS,NS,0.986010299900544,0.9967208797546465,6.178959999999999e-85
NRF1,LIF_removal_3h,-0.053470757662289,0.0017828056484800146,0.11202,NS,NS,NS,0.941411719001189,0.9990609479484573,3.10747e-88
NRF1,LIF_removal_6h,-0.0664138435619099,0.005562892521399512,0.10965,NS,NS,NS,0.803862228711124,0.9972264321673686,2.46455e-88
NRF1,mNPC_differentiation,1.27704025390517,0.04033065522884101,0.09033,Upregulated,NS,NS,2.40773731111154e-7,0.06152487556564216,2.66833e-83
NRF1,TFCP2L1_knockdown,0.191137408386878,0.021286234981707786,0.09908,NS,NS,NS,0.434920925721341,0.9451855424841861,3.49097e-90
NRF1,Forskolin_stimulation_NPC_24h,-0.193470635690639,-0.0033360951638892787,-0.07847,NS,NS,Downregulated,0.48340694408623,0.9667729220897776,1.47408e-72
NRF1,Forskolin_stimulation_NPC_4h,-0.334323854757239,-0.004419703478683298,-0.07509,NS,NS,Downregulated,0.0128874988415263,0.9932348525597723,2.08977e-73
NRF1,Heat_shock_NPC,-1.35819664365716,-0.02270157876469573,-0.40511,Downregulated,NS,Downregulated,1.47953268290295e-10,0.3340529434076296,8.02265e-147
ONECUT1,Chiron_removal,-0.168502472629733,-0.020384095314756552,-0.00253,NS,NS,NS,0.908130000950612,0.5581339513765601,0.0798781
ONECUT1,FOXA1_overexpression,1.26684663698517,-0.00841653302625703,0.09575,NS,NS,NS,0.789720059729306,0.7490158888992825,1.01904e-55
ONECUT1,LIF_removal_24h,-0.352121965823681,0.04902735304438066,0.01155,NS,Upregulated,NS,0.636808316876595,0.025584980936915264,2.46407e-9
ONECUT1,POU5F1_degradation,0.347049600869657,0.024334801497659004,-0.08566,NS,NS,Downregulated,0.65479373059987,0.16215082609311254,2.00764e-61
ONECUT1,SOX2_degradation,0.297612693024369,0.021546185653151667,-0.10541,NS,NS,Downregulated,0.72142359783254,0.21791574632939345,7.199549999999999e-69
ONECUT1,Serum,0.0921204796912751,0.007841484905288696,-0.08621,NS,NS,Downregulated,0.743198792675046,0.9517175066834885,6.1596700000000004e-62
ONECUT1,Forskolin,0.24187782065557,0.023903456790514817,-0.08702,NS,NS,Downregulated,0.410277691344872,0.8015285467688589,1.3595599999999999e-59
ONECUT1,Heat_shock,0.679641892765358,-0.03120675148850247,-0.1106,Upregulated,NS,Downregulated,8.0610539571151e-5,0.17964962597436976,4.6295e-58
ONECUT1,LIF_removal_1h,0.575100577972532,0.014782100720915091,-0.02651,NS,NS,Downregulated,0.379866164458962,0.9967208797546465,5.04189e-16
ONECUT1,LIF_removal_3h,0.281929983780895,4.785874784619115e-4,-0.11138,NS,NS,Downregulated,0.680182082790441,0.9990609479484573,3.9947699999999995e-63
ONECUT1,LIF_removal_6h,0.220422162089304,0.025334676815522764,-0.03533,NS,NS,Downregulated,0.533305518051098,0.9900224097324921,2.15178e-23
ONECUT1,mNPC_differentiation,0.933664083069118,-0.03043410542949662,-0.0521,Upregulated,NS,Downregulated,1.6259965763613e-4,0.1104456373521681,3.00789e-39
ONECUT1,TFCP2L1_knockdown,0.214853796961821,0.01650381648916413,-0.01486,NS,NS,Downregulated,0.473615431844913,0.9451855424841861,1.13417e-8
ONECUT1,Forskolin_stimulation_NPC_24h,-0.0690602870982933,7.007025481150231e-4,0.12185,NS,NS,NS,0.936450156163708,0.9909707680590795,2.42578e-66
ONECUT1,Forskolin_stimulation_NPC_4h,0.327499996241228,-4.7662660571409776e-4,0.08405,NS,NS,NS,0.34693176348463,0.9932348525597723,2.64028e-46
ONECUT1,Heat_shock_NPC,0.449954027340119,-0.05556055945832191,0.42156,NS,Downregulated,NS,0.128376658222805,0.026481739178353593,1.02011e-117
OTX1,Chiron_removal,0.672076277821295,-0.027844301770681645,0.06191,NS,NS,NS,0.569970313456926,0.5360908659683373,1.9739199999999998e-64
OTX1,FOXA1_overexpression,-1.89730299437772,-0.01586377429405937,0.04664,NS,NS,NS,0.671825225493959,0.7936633891140812,2.5084399999999997e-28
OTX1,LIF_removal_24h,0.46008813890005,0.03195361025384019,0.04383,NS,NS,NS,0.763752698902417,0.25517201129246264,1.3501399999999999e-45
OTX1,POU5F1_degradation,-0.607685783018856,0.043292540098968435,-0.25399,NS,NS,Downregulated,0.639150088336311,0.057317841152821236,3.87084e-117
OTX1,SOX2_degradation,-0.0775837432987834,0.020824338716462457,-0.18774,NS,NS,Downregulated,0.882617710747103,0.3578230631180604,1.8990499999999996e-103
OTX1,Serum,-0.0297961976857032,0.02140400776618269,-0.00955,NS,NS,Downregulated,0.940140125470473,0.8552617658543936,1.14963e-9
OTX1,Forskolin,-0.447550348790163,0.02645820002187803,-0.05839,NS,NS,Downregulated,0.106855425140177,0.8015285467688589,7.696629999999999e-49
OTX1,Heat_shock,0.362288831324095,-0.019861735228752782,-0.06633,NS,NS,Downregulated,0.064009054889409,0.5394954787011303,1.62012e-55
OTX1,LIF_removal_1h,-0.00329958456322216,0.009899417840314192,-0.00835,NS,NS,Downregulated,0.996601642100319,0.9967208797546465,3.51327e-4
OTX1,LIF_removal_3h,0.18320457656516,-0.015007595622438922,-0.07775,NS,NS,Downregulated,0.86802305667349,0.9990609479484573,2.77955e-59
OTX1,LIF_removal_6h,0.0996228835137499,0.0011070579274000195,-0.07422,NS,NS,Downregulated,0.794299955754805,0.9972264321673686,1.54494e-57
OTX1,mNPC_differentiation,0.36143096649314,0.06877455434801519,-0.21024,NS,Upregulated,Downregulated,0.156328106801383,0.0070156703325163754,1.09373e-105
OTX1,TFCP2L1_knockdown,-0.0398908671106387,0.0026640685561506935,-0.01253,NS,NS,Downregulated,0.945290474301951,0.9744275698663154,6.29074e-11
OTX1,Forskolin_stimulation_NPC_24h,-0.0908556003575323,0.0058949105639246185,0.13609,NS,NS,NS,0.936450156163708,0.9667729220897776,1.39604e-75
OTX1,Forskolin_stimulation_NPC_4h,0.453570002839232,0.03417412222188207,0.17108,NS,NS,NS,0.0924618675066147,0.6903964526181828,2.1319299999999997e-84
OTX1,Heat_shock_NPC,0.509606170730828,-0.06098951411648025,0.25873,NS,NS,NS,0.120594136324482,0.05521637284237818,6.911839999999999e-104
PAX6,Chiron_removal,0.238769260413694,0.017945747633294585,0.00533,NS,NS,NS,0.49226191525698,0.21458999701155038,0.152373
PAX6,FOXA1_overexpression,0.297312030333107,0.05038606727750408,0.02238,NS,NS,NS,0.92869572764428,0.09944383467112651,6.71269e-7
PAX6,LIF_removal_24h,0.115997704014107,0.005008551550291531,-0.01794,NS,NS,Downregulated,0.785376171246892,0.756027857836633,2.74491e-14
PAX6,POU5F1_degradation,-0.979415469147609,0.00988762223763367,0.02686,NS,NS,NS,0.195381619175446,0.3111818399212996,3.75494e-22
PAX6,SOX2_degradation,-1.70953102599841,0.0249287112838815,0.0847,Downregulated,Upregulated,NS,1.9843113370765e-4,0.008288992459553272,3.5338099999999997e-63
PAX6,Serum,-0.0743301295036757,0.009983535801604437,0.00378,NS,NS,NS,0.743198792675046,0.8552617658543936,0.281208
PAX6,Forskolin,0.133012026229758,0.01080059567659209,0.0291,NS,NS,NS,0.619357575213171,0.8015285467688589,1.2156899999999999e-20
PAX6,Heat_shock,0.359333544899252,0.031985515236722106,0.04446,NS,Upregulated,NS,0.0553594778187742,0.008420216002927925,2.3447700000000002e-33
PAX6,LIF_removal_1h,0.152364606578388,0.005877128960851625,0.01112,NS,NS,NS,0.932201579881635,0.9967208797546465,2.10382e-4
PAX6,LIF_removal_3h,0.511409326433516,0.009391368658352021,-0.00187,NS,NS,NS,0.306304898440413,0.9990609479484573,0.972447
PAX6,LIF_removal_6h,0.406368400755784,0.012061087705629215,0.03157,NS,NS,NS,0.13103585020716,0.9907498573814619,3.37052e-18
PAX6,mNPC_differentiation,-0.515460315197301,0.006628483864633749,0.1331,NS,NS,NS,0.0116967570139484,0.5382372372121731,7.4955399999999985e-84
PAX6,TFCP2L1_knockdown,0.483210309072499,0.014907074317417286,0.07467,NS,NS,NS,0.0390470489598641,0.9451855424841861,1.41524e-50
PAX6,Forskolin_stimulation_NPC_24h,0.0133065629611881,0.009151608032292244,0.05857,NS,NS,NS,0.967767970609754,0.9667729220897776,1.2716099999999999e-39
PAX6,Forskolin_stimulation_NPC_4h,-0.425359093027196,-4.715721717360316e-4,0.0582,NS,NS,NS,0.0110885092525567,0.9932348525597723,2.5543299999999997e-32
PAX6,Heat_shock_NPC,0.747426426438049,0.030301323102077338,0.05945,Upregulated,Upregulated,NS,1.0319334993328e-4,0.0065608821567633355,6.69637e-39
PGR,Chiron_removal,0.114989259353625,0.004090928399627193,-0.03656,NS,NS,Downregulated,0.908130000950612,0.849032979238393,2.4689599999999997e-37
PGR,FOXA1_overexpression,0.273892614231679,0.0333102223260142,0.07236,NS,NS,NS,0.92869572764428,0.10341436998718244,2.62342e-41
PGR,LIF_removal_24h,-0.232659600954291,0.017663675674375726,0.02778,NS,NS,NS,0.763752698902417,0.25517201129246264,2.4057399999999997e-39
PGR,POU5F1_degradation,-0.938568509970959,0.023391967662365436,-0.05733,NS,NS,Downregulated,0.252296003771503,0.06254305434172133,8.85412e-53
PGR,SOX2_degradation,0.390710621513302,0.04601009581354294,-0.03641,NS,Upregulated,Downregulated,0.35639058712591,3.914341754368403e-4,3.45808e-37
PGR,Serum,-0.00809156560090521,0.002846531338830293,-0.04853,NS,NS,Downregulated,0.976831826666513,0.9517175066834885,1.3991e-47
PGR,Forskolin,-0.031476183233385,0.012960809840617241,-0.00528,NS,NS,Downregulated,0.92457966477225,0.8029116066473845,4.92027e-4
PGR,Heat_shock,0.331173566799603,-0.009600029629902243,0.01124,NS,NS,NS,0.0518773815992148,0.5971204515446199,2.03528e-4
PGR,LIF_removal_1h,0.184480129824331,0.008545341855879556,-0.05282,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,6.78865e-45
PGR,LIF_removal_3h,0.00395915209728894,2.816806093358642e-4,-0.08033,NS,NS,Downregulated,0.984763658191153,0.9990609479484573,1.90812e-54
PGR,LIF_removal_6h,0.0063288493782299,0.00818101066168949,-0.00805,NS,NS,Downregulated,0.973286817510173,0.9972264321673686,1.46919e-4
PGR,mNPC_differentiation,0.256615131787545,0.06711460264332277,0.0801,NS,Upregulated,NS,0.21056685226553,1.8838528033143436e-5,7.29117e-66
PGR,TFCP2L1_knockdown,0.0964769452623428,0.014043619673249606,-0.00203,NS,NS,NS,0.770224248424778,0.9451855424841861,0.292858
PGR,Forskolin_stimulation_NPC_24h,0.0227763072356152,-0.004110205725658456,0.06521,NS,NS,NS,0.967767970609754,0.9667729220897776,1.85747e-42
PGR,Forskolin_stimulation_NPC_4h,0.422665198380376,0.01154172152735286,0.05114,NS,NS,NS,0.080757011759883,0.9382596653784663,4.65199e-35
PGR,Heat_shock_NPC,0.440646491104884,-0.013237781070514619,0.08229,NS,NS,NS,0.0622190697342793,0.48395449592107537,1.1943e-56
POU2F1,Chiron_removal,-0.369241491564758,0.005829806219774778,0.03265,NS,NS,NS,0.351852639194024,0.849032979238393,9.30902e-50
POU2F1,FOXA1_overexpression,0.290603114332981,-0.03243423053922305,0.07137,NS,NS,NS,0.923104213148729,0.5195170205612809,8.62353e-64
POU2F1,LIF_removal_24h,-0.586538267863207,-0.0022494989643791624,0.02246,NS,NS,NS,0.270047818593074,0.9567074446425562,9.71601e-43
POU2F1,POU5F1_degradation,-0.815421094787795,-0.10686356909071705,-0.50893,NS,Downregulated,Downregulated,0.130602435302458,2.5827621125720935e-6,1.10498e-168
POU2F1,SOX2_degradation,-0.221340478490792,-0.041153099864546155,-0.31897,NS,Downregulated,Downregulated,0.642262773266044,0.01944724167543593,1.5909699999999997e-149
POU2F1,Serum,-0.185584641577825,0.004923525749622754,-0.07314,NS,NS,Downregulated,0.518789515820026,0.9517175066834885,1.5332100000000001e-77
POU2F1,Forskolin,-0.122299365528008,-0.005844970220564596,-0.13146,NS,NS,Downregulated,0.636233499202403,0.9681364143246259,1.6853799999999995e-104
POU2F1,Heat_shock,-0.540229727769756,-0.06454031488776787,-0.2648,Downregulated,Downregulated,Downregulated,0.00375195466864327,0.005602261072168,4.504249999999999e-126
POU2F1,LIF_removal_1h,-0.011079091309622,0.001765644348222191,-0.03081,NS,NS,Downregulated,0.986010299900544,0.9967208797546465,9.540349999999999e-45
POU2F1,LIF_removal_3h,-0.0832186520622168,-8.879036756550447e-4,-0.06915,NS,NS,Downregulated,0.918132250752031,0.9990609479484573,2.4108000000000003e-71
POU2F1,LIF_removal_6h,-0.0324348228246661,-2.0876626487768835e-4,-0.08325,NS,NS,Downregulated,0.921178066445499,0.9972264321673686,2.18962e-80
POU2F1,mNPC_differentiation,1.31062684421101,0.00847133571673574,-0.02628,Upregulated,NS,Downregulated,4.93852158596916e-8,0.6846670885540481,4.99902e-43
POU2F1,TFCP2L1_knockdown,-0.0288720022334047,-8.064480808625575e-4,-0.04281,NS,NS,Downregulated,0.949428193153183,0.9844654444247022,6.0990999999999996e-55
POU2F1,Forskolin_stimulation_NPC_24h,0.179315023840659,-0.003719589182200861,0.15482,NS,NS,NS,0.931514621541679,0.9667729220897776,5.5958e-107
POU2F1,Forskolin_stimulation_NPC_4h,0.376926220301122,-0.0018924460944016149,0.15271,NS,NS,NS,0.0400696689294759,0.9932348525597723,8.052699999999999e-97
POU2F1,Heat_shock_NPC,0.689266692069588,-0.007964560267831553,0.41178,NS,NS,NS,0.0166064960844178,0.7434439932049691,2.33566e-153
POU5F1,Chiron_removal,0.427604423011215,-0.004552234928337223,-0.04932,NS,NS,Downregulated,0.261014423651565,0.849032979238393,1.19951e-74
POU5F1,FOXA1_overexpression,-1.25327566034652,-0.019606214237311542,0.02235,NS,NS,NS,0.421065485740562,0.10632751506986864,4.51358e-23
POU5F1,LIF_removal_24h,-0.428280467361304,-0.020003222247444403,-0.04119,NS,NS,Downregulated,0.291143786948877,0.19897942892665788,2.53062e-71
POU5F1,POU5F1_degradation,-0.384604914338724,-0.18632811520342316,-0.6865,NS,Downregulated,Downregulated,0.376648557946676,3.885754566624601e-15,1.25032e-184
POU5F1,SOX2_degradation,-1.5159688762579,-0.06201565352414341,-0.37182,Downregulated,Downregulated,Downregulated,6.65762429299032e-6,1.1944414934183895e-5,1.95174e-167
POU5F1,Serum,-0.40105219278362497,-0.015335292680246726,-0.07195,NS,NS,Downregulated,0.074080629631969,0.7418039476758472,1.47809e-85
POU5F1,Forskolin,-0.324369638297107,0.003447354214918673,-0.09502,NS,NS,Downregulated,0.211035809129513,0.9681364143246259,1.668e-99
POU5F1,Heat_shock,-0.465234247074112,-0.05702482960739827,-0.31653,NS,Downregulated,Downregulated,0.0137069540037887,6.356188822934084e-4,3.27668e-147
POU5F1,LIF_removal_1h,0.0899552197902631,0.00913292117301194,-0.00954,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,2.33591e-13
POU5F1,LIF_removal_3h,0.0170212272089137,-0.005947689202724274,-0.03151,NS,NS,Downregulated,0.984763658191153,0.9990609479484573,1.3542299999999998e-49
POU5F1,LIF_removal_6h,0.0142375484213523,-0.008171470617196652,-0.08354,NS,NS,Downregulated,0.973286817510173,0.9972264321673686,1.09856e-91
POU5F1,mNPC_differentiation,-1.22451096959492,0.005644476720314637,-0.14991,Downregulated,NS,Downregulated,2.34784737062029e-5,0.6846670885540481,4.9482599999999996e-123
