mES_2i_LIF_r3	mES_2i_LIF_r2	mES_2i_LIF_r1	mES_2i_r1	mES_2i_r2	mES_2i_r3
6	15	17	60	51	16
127	149	125	200	165	149
247	253	123	124	142	110
1730	2287	2232	2283	2164	1497
210	241	293	264	270	192
527	495	516	440	497	456
585	723	745	792	714	522
1	0	1	0	1	0
178	197	209	297	244	188
205	186	305	405	443	361
227	209	176	203	183	149
3017	3886	3727	4115	3976	2750
1775	2391	2175	2364	2287	1710
1	0	3	3	0	0
82	67	86	97	94	58
0	1	0	1	0	0
1	0	0	0	0	2
7	11	9	9	9	8
0	1	0	1	0	0
527	505	488	402	552	447
739	909	923	821	885	659
378	571	592	569	528	322
650	907	769	780	1004	630
2899	3511	3813	3864	3530	2689
1	1	1	0	1	0
137	164	221	232	219	130
1	0	0	2	1	0
0	0	2	0	0	0
0	0	0	1	0	0
19	15	18	19	14	17
5	1	9	72	34	18
7	11	9	39	13	16
1044	1261	1553	1724	1438	1076
59	70	69	70	55	47
1626	1479	1267	1731	1804	1343
197	193	209	168	202	179
292	298	320	309	302	218
108	100	96	191	153	127
4	7	8	12	6	0
33	42	47	26	35	18
90	182	142	153	154	96
752	824	805	746	786	598
2	0	1	5	0	2
1	1	0	0	1	0
12861	13565	12992	13015	12329	10550
10	12	13	11	7	1
3	2	1	2	3	5
0	1	0	0	2	1
32	56	51	51	20	26
248	233	240	212	254	166
31	36	32	29	41	23
588	594	605	399	461	252
394	404	445	356	407	351
1861	2015	1894	1619	1766	1509
473	348	144	14	11	34
903	1054	1026	883	976	748
360	476	581	463	472	286
692	954	952	628	704	465
294	298	312	256	273	208
3	1	5	0	0	0
118	126	156	130	102	107
213	291	245	219	203	169
19	23	18	15	17	11
0	1	1	0	0	0
1	0	0	0	0	0
2	9	9	5	5	5
280	295	326	309	299	222
163	194	197	190	197	123
1961	2052	2183	2102	2102	1742
10	29	21	18	22	17
0	0	0	1	2	0
3	3	2	3	7	2
1242	1292	1219	1289	1233	1016
13	15	15	21	3	16
76	73	56	67	46	48
0	0	0	0	1	0
0	0	5	0	0	0
0	1	2	5	5	2
1074	1523	1613	1875	1720	986
1114	1281	1342	1492	1272	970
179	250	214	210	178	128
363	409	406	398	368	340
0	0	2	1	0	0
271	294	283	386	288	200
0	3	3	16	3	2
24	34	37	69	55	23
206	204	237	239	214	199
14	23	9	7	11	11
874	1094	1145	1007	1079	695
602	757	672	762	755	528
2317	2595	2515	2456	2564	2015
90	169	150	134	174	101
1695	2139	2230	2416	2112	1598
857	1363	1513	1457	1071	632
67	76	91	102	118	89
359	379	333	234	288	189
15	8	6	8	18	13
5	2	4	3	3	1
1379	1503	1523	1561	1476	1276
361	451	497	386	460	346
9480	11276	12672	10730	11591	8845
202	229	309	301	294	196
693	861	894	1067	940	633
1507	1799	1698	1758	1590	1267
1	0	0	0	0	0
1030	1356	1566	1373	1280	926
225	284	282	300	278	179
1	1	2	1	0	1
0	0	1	0	1	0
0	0	0	0	0	1
1	2	1	6	0	4
0	1	0	0	0	0
437	481	457	383	406	252
18	28	17	16	24	8
3056	3943	3500	3326	2931	2250
6339	7091	5976	4254	4961	4036
309	391	375	359	402	280
373	426	422	420	384	317
55	96	56	63	49	57
142	194	170	129	157	112
419	382	416	322	343	370
1869	1932	1711	1455	1573	1248
31	60	30	9	10	10
228	357	255	189	193	109
0	0	0	1	0	1
667	682	734	726	715	638
646	907	940	936	841	556
1	4	0	2	1	3
5	4	5	7	14	14
788	1060	1050	990	1082	655
300	410	354	360	368	246
4	2	0	1	0	1
34	38	15	29	40	34
938	1199	1164	1161	1020	795
5603	6987	7227	9023	8842	5683
2	0	0	1	4	2
254	272	264	222	279	194
2714	2878	2890	2997	2745	2161
3	4	1	0	1	2
608	634	620	541	607	563
176	157	171	203	165	156
347	374	382	408	430	295
612	683	840	899	888	630
200	236	184	222	277	193
6470	8189	8557	8786	7670	5390
987	1006	1117	1086	1015	871
8632	10054	10145	11540	11126	8296
264	259	232	266	297	246
18859	22691	22630	22411	20917	16065
138	178	151	180	172	151
436	658	591	575	606	385
189	223	224	286	271	197
2309	2946	2470	2016	2479	1746
79	86	93	93	88	52
810	841	967	868	810	689
34	51	39	37	51	37
34	74	72	81	59	56
0	2	0	2	0	0
89	105	81	98	119	75
2453	3023	2646	2704	2899	1951
401	486	489	519	517	429
161	248	254	244	268	172
244	274	287	314	342	224
166	224	219	203	176	123
1423	1642	1570	1661	1781	1337
580	872	776	542	662	407
1	0	0	1	0	0
15	20	8	18	23	12
240	255	249	315	361	283
383	437	439	432	399	357
12	22	22	17	7	4
283	343	142	40	58	71
755	937	900	1005	1024	756
479	555	576	571	559	416
1321	1327	1548	1500	1352	1100
146	134	149	151	145	124
1907	2567	2106	2496	2496	1772
1087	1414	1181	1135	1285	981
122	132	110	124	113	71
197	224	255	222	212	176
3388	4200	4382	2740	3200	2272
3792	4480	4096	4353	4259	3204
0	2	1	2	1	0
1601	1724	1835	1864	1671	1248
1277	1708	1479	1502	1485	1100
0	1	0	0	0	1
0	3	1	1	1	1
19	22	18	32	32	20
2160	2540	2291	2064	2394	1761
116	191	183	207	153	104
6	7	5	12	7	12
8314	11761	9807	8507	9489	5798
258	308	271	294	244	235
178	219	200	210	199	144
2003	2149	2293	2137	2198	1779
1435	2111	2031	1850	1654	1007
35	61	57	43	38	36
492	655	556	504	505	330
85	83	99	96	74	51
250	287	297	212	232	164
226	376	244	280	253	186
124	167	137	137	131	104
805	1286	986	502	637	454
200	210	276	186	198	184
10	10	9	10	5	2
131	170	140	136	167	89
152	234	225	211	162	106
1626	1668	2067	1988	1939	1584
946	1108	1109	1188	1246	855
839	934	938	866	838	620
1287	1473	1450	1295	1504	1153
25	47	41	40	32	13
5	1	7	2	10	2
171	177	237	231	157	157
43	56	78	40	56	39
6	2	5	2	1	2
184	208	230	268	227	179
1368	1532	2012	1922	1693	1289
302	378	349	348	340	232
7554	8236	9281	8024	8524	6953
106	88	131	124	103	77
217	291	195	160	252	236
94	175	152	193	115	106
7	11	13	8	12	6
376	636	555	496	671	312
980	1227	1144	919	934	577
34	39	18	73	30	30
109	87	81	66	97	91
84	138	118	216	219	129
529	534	540	683	575	532
1098	1475	1423	1459	1541	1022
9214	10962	12562	12779	9088	6573
232	288	265	195	243	191
736	747	737	599	715	591
13	8	1	5	8	23
1538	1742	1814	1815	1585	1148
1	0	2	2	6	1
22	28	38	91	45	38
5	6	9	4	3	4
10	5	14	11	12	8
7	3	7	5	3	4
1377	1767	1471	1830	1782	1396
953	1384	1330	1291	1203	904
9	11	14	10	9	11
28	39	39	75	83	53
384	511	555	607	595	372
1394	1981	2187	2108	2016	1443
6	0	9	3	5	3
627	655	804	733	810	609
38	32	29	38	29	47
295	306	278	264	275	250
234	216	288	299	264	262
21	5	17	9	59	61
1	0	0	0	0	1
815	943	978	1140	836	715
761	942	1083	1096	1005	623
241	274	275	289	289	190
111	193	186	219	203	118
1083	1592	1591	1653	1596	1019
1460	1723	1786	2025	1874	1367
1	3	0	0	3	3
14	19	38	23	19	13
319	238	194	258	278	224
20	34	33	37	27	19
287	273	280	192	242	191
2266	2423	2774	2698	2617	2078
1	1	0	0	0	0
865	1218	1118	1521	1392	960
1	0	0	2	2	1
1	5	2	1	2	2
5161	5519	6760	5410	5312	4097
579	663	735	700	642	477
156	225	210	221	218	142
182	240	230	269	285	178
564	742	698	606	617	420
2	4	5	7	0	3
104	137	102	115	166	110
6	10	14	59	33	5
181	207	202	267	272	167
614	869	935	895	972	631
147	214	184	198	195	136
935	1114	1180	1344	1280	976
260	345	332	353	369	264
0	0	1	0	2	0
10	13	8	9	15	8
439	524	543	534	525	430
646	873	644	458	368	253
89	88	100	93	80	87
55	71	49	41	35	32
10	11	14	9	10	14
8610	12387	12671	13619	12123	7688
62	55	87	82	77	50
621	740	730	772	806	580
1	1	0	5	2	2
557	685	613	615	665	495
619	822	746	451	457	295
5688	7553	7271	7318	6641	4752
328	446	417	384	442	339
32	27	51	87	71	52
3	0	3	3	5	2
5	10	7	16	16	15
7	11	9	13	13	7
1564	1849	1577	2195	2166	1689
191	262	206	176	220	149
1	1	0	3	0	0
0	2	2	1	3	0
2149	2342	2389	2027	1822	1398
2410	2787	2938	3687	3544	2531
93	135	139	161	157	148
2097	2366	1732	1706	2149	1800
1606	1972	1907	1771	1930	1459
20	33	19	15	22	21
4650	6296	4787	2306	3788	2734
4	0	1	1	2	5
602	806	667	856	918	616
133	134	132	135	137	97
2089	2222	2433	2491	2223	1877
1	1	1	3	1	1
1	0	0	1	1	0
535	676	349	576	731	488
2	5	2	0	0	1
347	405	259	276	240	203
18	24	17	41	40	18
7	16	13	11	31	14
16	34	17	27	23	19
1	0	0	0	0	1
137	141	75	24	97	91
7	8	1	6	4	11
118	125	190	131	334	195
8	6	10	11	8	7
51	53	75	118	85	78
2	0	1	1	0	0
0	2	2	3	1	1
28	23	26	38	14	14
2	2	4	12	10	4
32	41	35	50	77	32
285	383	342	348	434	343
2	0	0	5	4	4
1691	2159	2085	1911	1769	1313
0	1	1	2	0	0
12	11	8	2	2	2
182	280	298	1049	451	282
66	99	107	123	97	66
4	3	6	5	2	2
297	350	350	315	302	252
5601	7635	8880	7920	6092	4623
48	47	52	60	51	52
158	191	229	235	206	124
47	61	49	93	78	52
7205	9381	9909	9258	7793	5618
393	396	299	299	313	267
3033	3949	3023	2565	2586	1674
2	4	1	1	0	1
216	456	274	29	196	132
2	4	5	3	1	1
12	17	18	16	27	20
1092	1160	1053	956	1171	903
1674	1988	2197	2511	2202	1570
168	204	232	286	242	175
503	673	624	680	711	526
11	12	3	13	9	8
1527	1743	2006	2207	1921	1480
378	507	527	541	499	349
6517	7520	7472	7270	6966	5272
230	260	288	266	310	226
3	9	9	3	12	11
3	3	13	8	0	2
1762	2064	1962	2061	2081	1482
769	575	968	1441	1546	1361
1	1	9	26	8	8
419	513	582	689	705	462
2127	2448	2222	2654	2905	2272
1345	1789	1671	1770	1677	1259
1923	2479	2538	2516	2625	1930
5	17	11	12	24	8
339	413	418	413	373	283
482	518	529	494	465	392
5	9	8	2	5	6
62	80	58	86	85	55
1	0	0	0	0	1
443	526	440	463	406	314
894	1219	1248	1200	1174	777
2560	2904	3284	2866	2860	2171
265	294	314	301	284	224
0	0	0	1	0	0
24	49	44	25	23	15
0	0	0	1	2	0
3	5	2	0	7	1
1	6	2	0	1	1
23	34	23	12	16	9
6	18	3	10	6	8
0	2	0	0	0	0
4	1	2	5	3	2
471	525	515	552	596	491
21633	28846	29470	26111	24557	18037
1465	2301	2035	1616	1741	1176
1574	1989	1738	1852	1994	1389
35	43	56	35	47	31
4	1	5	2	0	1
96	88	105	99	100	60
3	15	3	1	5	3
68	53	36	66	62	60
676	859	873	885	925	727
18	18	15	29	18	21
63	56	62	65	83	50
1	0	1	0	0	0
29	36	24	34	31	26
434	506	427	493	540	359
1226	2124	1883	2711	2747	1265
520	586	663	557	659	484
165	255	197	298	262	155
3	3	5	10	10	14
1662	2303	2536	2226	1926	1352
802	721	687	893	945	741
0	4	2	10	2	7
26	28	32	19	28	18
25	34	83	127	50	27
573	714	718	680	744	497
0	0	0	0	0	2
0	0	5	0	0	0
1279	1478	1415	1501	1391	1126
1	3	1	0	0	0
2680	3350	3023	3249	3292	2259
4	8	18	27	22	14
117	154	162	172	161	127
0	0	0	0	1	0
0	0	1	0	0	0
3136	3603	3965	3984	3505	2813
886	1230	962	1204	1252	774
10	16	27	78	54	25
0	0	2	0	1	0
800	625	756	640	689	610
340	443	360	328	420	290
35	46	46	48	43	27
1760	1587	2074	2027	2001	1741
302	399	427	384	390	308
973	1142	883	921	911	745
1695	1944	1874	1865	1884	1348
475	612	699	540	606	380
22	20	33	34	19	16
93	144	79	12	9	10
60	75	58	23	23	22
64	91	67	59	80	52
260	257	294	273	292	208
81	122	75	99	119	65
3	0	0	0	2	1
20	29	7	13	15	11
0	0	0	1	0	0
2	1	2	2	5	4
9610	10560	10399	10331	9322	7595
1017	1476	1408	1201	994	645
0	0	0	1	0	0
42	38	25	5	4	5
63	68	38	4	8	16
4	3	2	1	2	2
0	0	2	0	0	0
0	0	1	0	0	0
0	0	1	0	0	0
1	0	2	0	0	0
0	0	0	1	0	0
0	2	0	1	0	1
0	0	0	2	0	0
0	1	0	0	0	0
363	449	467	574	581	404
1759	2257	2081	2023	2173	1613
3195	3920	3591	3432	3281	2686
8	4	11	7	8	7
1528	1778	1666	1513	1646	1369
16	13	5	12	11	7
480	462	480	584	611	482
244	305	314	243	284	190
297	272	255	240	282	237
4868	6182	5873	6506	6113	4289
53	109	101	30	58	21
6407	6822	6749	6313	5988	4901
133	163	132	110	110	88
26	37	27	17	10	16
57	97	149	111	95	74
350	544	589	531	443	237
9	11	17	8	2	6
252	301	263	268	350	242
157	194	207	212	201	149
220	385	345	343	309	208
602	635	590	578	595	515
70	42	53	37	50	59
111	161	146	110	111	67
3108	4216	4479	4533	4052	2580
25	30	16	22	33	17
447	548	531	433	462	380
1238	1462	1196	1126	1215	1079
724	843	747	523	534	503
115	174	162	152	162	115
877	984	866	910	883	770
4	12	11	13	7	3
1757	2245	1972	2684	2066	1390
909	1088	1060	1338	1195	876
58	60	93	155	150	99
323	357	408	691	582	472
115	157	136	136	118	91
86	105	97	78	72	74
2	1	1	2	2	3
185	173	222	275	206	161
415	500	529	667	630	414
101	122	107	146	147	92
0	1	0	1	1	0
1	0	8	18	9	4
40	48	63	91	44	44
167	257	250	142	88	65
3	11	7	2	5	10
1	7	7	4	6	5
741	850	757	743	798	619
72	91	69	69	101	64
372	601	460	349	531	332
10	19	17	15	10	4
104	100	94	90	101	89
1357	1449	1478	1537	1647	1321
273	381	340	352	376	241
2128	2510	2906	2882	2457	1875
1	0	1	0	0	2
98	91	130	137	116	124
329	445	329	310	334	242
28	50	10	7	7	6
128	142	164	141	145	120
207	349	326	654	632	430
1322	1274	1521	1899	2114	1835
89	72	69	88	141	140
2	0	0	1	4	3
1	2	0	2	1	0
4	4	2	3	5	2
625	730	721	814	739	467
235	214	207	214	256	200
11	7	16	8	10	12
1	0	0	0	2	1
2293	2835	2627	2770	2713	2023
30	42	43	62	89	74
2539	2667	2720	2918	2646	2171
14622	18049	16751	17583	17349	12515
7	7	10	21	12	14
0	0	1	1	0	0
672	866	804	873	856	604
6	8	18	18	9	13
51	80	83	120	112	62
35	36	28	21	36	24
222	250	251	238	219	161
1587	1596	1754	1785	1539	1354
81	58	84	122	93	64
0	0	2	2	0	2
396	433	520	575	511	378
1258	1590	1579	2619	2366	1552
155	234	349	538	426	219
17	14	18	38	27	30
1141	1303	1330	1210	1465	1173
7	16	19	56	30	18
2	0	0	0	1	1
2909	3589	3138	1579	1905	1346
86	49	65	336	122	79
210	217	201	213	231	188
77	76	79	86	73	54
304	378	366	395	354	309
84	100	99	153	170	165
626	817	827	994	906	605
23	43	39	34	36	22
479	628	683	700	564	388
17	14	22	16	10	8
1456	1864	1850	2288	2012	1364
919	830	1032	1723	1494	1050
1046	1127	1280	1124	969	806
0	0	0	1	0	0
0	0	1	0	0	0
35	30	55	118	112	80
0	0	0	2	0	0
103	122	154	142	133	117
2	2	0	0	0	4
466	557	560	517	564	427
262	361	273	311	349	236
593	593	637	589	603	487
164	244	264	321	272	183
321	272	343	365	323	259
1348	1130	1137	1141	1059	968
61	61	80	347	232	184
236	270	166	124	145	136
0	4	2	0	2	0
0	0	2	0	1	1
1888	2640	2572	2886	2524	1692
0	0	0	0	1	0
2637	3255	3011	3194	3300	2278
258	295	278	329	347	275
434	520	497	457	469	349
627	569	546	470	483	475
510	502	367	559	702	643
477	526	594	620	774	662
733	852	898	926	939	731
150	258	207	224	286	190
9	5	5	18	18	9
8	4	8	10	9	10
0	0	1	0	0	0
598	706	585	641	623	521
1693	1702	1779	1882	1651	1380
52	75	103	306	166	85
5624	6651	6767	6829	5962	4498
28	32	65	220	69	54
0	0	1	0	0	0
1	0	0	0	2	0
30	66	77	87	81	31
20	25	31	72	33	35
3	1	2	1	0	1
1005	1088	1157	1262	1189	937
463	577	563	527	583	470
339	612	638	540	482	274
18	39	29	24	24	19
99	136	142	109	125	88
304	382	404	443	406	234
945	1385	1537	1603	1377	768
1907	1961	2094	2035	2197	1842
642	680	831	838	758	583
0	0	1	6	0	0
349	411	375	346	381	296
139	236	242	195	203	130
197	192	210	34	70	54
1233	1108	1171	515	639	471
135	148	136	100	110	112
415	484	524	467	436	365
1	2	0	0	3	0
30	102	69	102	82	52
1863	1866	1940	2148	1852	1564
36	38	35	27	38	28
235	360	325	315	361	241
298	326	326	354	338	229
1879	2389	2462	2229	1810	1315
262	283	342	313	292	260
2578	3177	3218	3310	2844	2159
330	439	320	246	257	158
30	56	26	22	32	16
1973	2055	1798	1668	1935	1465
1018	1228	1315	1219	1178	760
4874	6939	7467	8797	7762	4641
335	454	387	372	388	256
1	2	1	1	1	0
2	2	4	1	6	0
19	17	19	6	5	8
687	798	779	828	756	654
236	275	190	122	231	192
0	1	0	0	0	0
29	22	17	12	29	19
378	509	438	419	404	294
781	909	919	1065	1065	796
60	60	77	79	88	70
4	7	8	50	24	16
9318	12254	10795	10921	11493	8054
906	1154	1067	1109	939	751
236	231	200	226	279	193
617	670	650	617	685	617
229	358	291	258	298	174
438	549	549	530	553	404
172	235	241	244	224	172
1185	1403	1336	1459	1303	914
14	19	5	7	5	1
335	392	352	350	401	301
0	0	2	2	1	0
178	134	107	137	125	157
282	420	351	342	337	248
171	241	264	211	256	164
543	662	529	524	557	458
1149	1277	1065	1733	1090	882
989	1242	1693	1502	670	371
512	577	469	342	369	264
1154	1154	704	255	385	479
28	24	30	32	21	20
7380	8204	8897	9007	7872	6585
3	1	0	1	0	2
9	5	4	3	2	4
2558	3013	3193	2916	3395	2543
70	82	68	50	51	75
423	526	452	441	384	285
243	322	306	266	279	201
1427	2057	1647	1248	1219	932
52	57	56	129	95	63
733	927	872	1016	949	706
0	1	0	0	0	3
744	1022	910	921	965	669
382	476	494	519	474	329
948	1205	913	892	957	718
152	277	273	216	189	122
169	210	175	92	123	98
16	9	12	8	19	14
273	441	486	518	482	341
2	1	0	0	0	0
1	0	0	0	0	0
3	4	0	1	2	2
35	48	27	16	26	30
278	327	291	269	384	360
0	0	2	0	0	0
0	3	5	6	6	5
10	18	7	3	6	3
50	58	57	57	53	42
279	216	201	279	223	268
1	0	3	0	0	0
4	3	0	7	2	3
26	43	9	6	12	4
2370	3010	2869	4006	3068	2145
1	0	0	0	2	2
4856	5273	3856	4091	5013	4512
62	109	116	113	97	51
515	649	667	712	676	439
5	2	8	10	9	11
474	466	434	577	655	600
584	893	796	914	787	497
1995	2616	2763	2809	2636	1995
494	501	511	499	537	394
0	0	1	0	0	0
2	5	1	4	4	5
119	90	134	118	132	103
72	140	216	600	234	117
4	4	8	9	8	3
601	708	677	717	710	514
2268	2848	2737	2783	2302	1682
9	7	15	14	14	10
2009	2755	2633	2763	3116	2060
163	191	171	162	171	146
280	392	292	340	372	248
75	90	72	51	72	89
1335	1532	1351	1310	1442	1148
105	128	119	106	101	79
10	22	30	20	18	20
8901	10016	8926	8638	9138	7045
695	772	855	849	783	549
407	582	560	536	604	347
776	909	879	891	930	724
4	2	0	3	0	1
0	0	2	2	0	0
2	6	3	4	2	0
248	242	154	183	177	211
56	69	64	55	53	59
26	19	16	15	14	14
1	0	0	0	1	0
81	130	141	97	124	64
2767	2959	2907	2841	2678	2018
52	68	31	2	6	5
8	25	13	7	11	2
249	243	276	255	232	194
60	72	84	48	66	45
1513	1868	1813	1982	1832	1386
18	26	14	12	18	11
139	175	187	303	236	152
2579	3180	2703	2870	3070	2103
28	31	45	42	48	33
275	387	348	385	369	234
1	6	6	3	1	6
247	315	323	317	345	263
21	18	9	23	26	23
0	1	0	0	0	1
496	701	648	670	634	388
1211	1324	1304	1256	1282	957
287	330	345	419	375	325
2428	2383	2717	3710	2944	2344
869	1140	1246	1286	1086	717
262	389	256	334	372	247
1	8	4	15	20	12
1325	1416	1226	1098	1111	932
84	50	131	163	174	186
2758	2885	3312	3183	3053	2469
0	0	0	2	0	0
8236	8368	8127	7535	8240	6753
1731	2199	1959	1990	1994	1482
3	4	2	3	7	5
204	234	216	215	176	128
118	137	127	116	103	115
1020	1084	1106	1053	1098	898
375	438	430	501	491	340
662	762	782	799	684	562
190	175	143	138	160	156
50	50	70	76	88	39
107	127	107	136	102	64
542	648	696	769	688	543
631	668	822	795	734	612
238	243	287	242	233	180
270	328	259	261	250	221
312	368	341	372	377	246
6	14	7	13	6	4
3	0	1	1	0	1
9	7	10	3	0	4
5	6	6	3	4	2
304	368	288	267	292	223
39	42	40	30	45	29
2305	2360	2013	2113	2191	1767
443	568	574	590	500	390
45	91	78	67	62	27
825	1287	1126	855	884	539
691	871	885	839	771	584
52	99	59	85	80	62
432	484	351	287	342	283
1	1	1	1	0	0
95	82	102	130	144	93
73	114	84	122	124	52
957	1102	1102	998	1130	846
154	178	234	237	171	133
3238	3563	3372	3204	4019	3195
1691	2094	2385	2748	2455	1757
0	0	2	0	0	0
307	394	317	375	378	286
32	26	38	37	41	33
11	12	6	14	2	11
1463	1469	1387	1432	1351	1222
426	354	439	445	374	329
447	426	471	509	436	373
43	47	70	147	98	56
0	6	8	6	7	2
3	2	4	3	4	5
86	113	105	185	136	87
6	6	13	16	19	7
1056	1258	1199	1572	1531	1108
0	1	0	3	1	1
0	2	1	0	0	0
0	0	0	2	1	0
80	134	184	163	115	89
200	217	225	220	195	177
287	423	583	634	575	336
248	402	395	500	443	267
1	2	1	1	1	2
3	4	2	3	3	3
110	146	182	189	186	133
2689	3830	4335	3742	3060	2116
262	297	310	221	201	140
0	0	0	0	1	1
142	189	237	208	184	118
89	77	84	48	71	97
717	828	778	688	569	440
1594	1698	1651	1630	1628	1281
1	1	0	0	0	0
3	0	2	3	0	1
17	20	11	5	6	6
3225	3699	4148	3902	4759	3729
3682	4649	4673	5036	4394	3076
7334	7529	6922	7103	7797	6550
918	969	962	1104	1118	925
43	61	81	59	73	59
974	1178	1079	1201	1215	1028
17	24	32	23	16	25
680	747	664	716	675	608
266	364	338	344	361	229
1443	1637	1518	1504	1439	1101
32	32	52	53	32	34
156	192	149	260	243	180
0	0	1	0	1	0
73	91	94	110	111	75
462	503	610	557	561	422
1788	2145	2261	2155	1990	1545
1	3	3	2	2	3
0	1	2	35	9	3
396	466	357	437	458	330
118	124	148	184	153	142
3899	4629	3946	3839	4245	3079
3	4	8	6	8	9
1	1	6	11	10	8
1	2	4	12	11	13
1	5	9	12	6	3
5	1	2	3	1	0
463	511	545	462	571	459
369	574	514	606	558	372
92	100	108	147	126	85
0	0	1	0	0	0
0	1	0	0	0	0
1465	1506	1373	1074	1261	1169
57	77	60	80	89	81
132	207	220	236	200	134
257	352	414	398	377	226
31	33	37	42	50	38
0	0	0	0	1	0
111	179	218	244	206	128
11	9	22	20	12	7
359	386	392	417	492	382
31	48	57	46	56	25
116	210	234	239	248	154
0	0	1	0	0	0
264	322	342	297	294	255
391	486	581	572	506	342
6	8	1	2	0	1
153	143	190	139	169	136
356	428	366	362	347	309
406	507	467	432	489	385
758	793	827	646	787	556
1355	1638	1084	904	1011	1012
2	1	3	1	1	0
0	0	0	0	0	1
0	1	0	0	0	0
1	1	0	0	0	1
2645	2780	2920	2724	2570	2128
1511	1873	1841	1842	2000	1586
19	16	20	22	18	29
0	2	1	0	3	1
0	1	0	1	0	0
0	3	2	1	1	0
301	330	302	329	312	289
0	0	0	0	0	3
96	141	150	115	122	86
194	227	173	43	32	51
0	0	0	0	0	1
651	1048	807	811	742	455
184	230	280	526	332	186
1531	1875	1835	1920	1906	1307
380	515	452	466	419	344
1214	1370	1460	1388	1506	1058
332	445	532	402	253	208
2	3	1	3	2	1
628	756	905	1591	1328	807
549	730	616	905	868	568
0	1	1	4	1	2
1	0	0	0	0	0
0	0	0	0	0	1
372	371	416	382	386	298
267	303	322	271	310	265
50	67	145	59	42	27
2	4	6	1	1	0
676	929	805	775	788	645
5126	5989	5961	6101	5403	4221
0	1	0	0	0	1
0	3	2	4	0	2
2	2	6	11	10	9
300	347	414	424	399	297
1	1	5	9	1	1
2	0	2	0	6	0
84	97	104	235	125	88
1077	1120	1127	1196	1119	917
34	40	33	26	47	35
248	328	292	294	341	212
442	460	414	455	442	360
534	619	585	623	566	419
3545	3292	3465	4475	3901	3310
239	485	367	294	339	159
224	227	308	293	270	209
2398	2393	2841	7034	4782	3556
1	1	1	0	1	2
3087	3508	3607	3552	3196	2567
14	7	6	6	3	15
3	0	2	2	0	1
0	0	0	1	0	0
14	14	7	9	19	12
288	248	255	296	278	238
99	170	130	163	165	100
1215	1495	1375	1283	1130	785
49	65	57	81	65	40
0	0	1	0	2	2
0	0	1	2	0	0
1485	1633	1575	1657	1430	1125
101	118	101	108	90	87
133	155	152	137	141	126
3289	3495	3449	3303	3014	2497
1	2	0	1	6	1
3032	3159	3170	3120	3044	2657
1	1	0	0	1	1
12546	15046	12562	7742	8757	8235
750	857	837	689	826	724
856	1245	1155	1205	1396	827
635	695	698	722	629	514
279	280	227	284	281	233
230	278	218	247	239	193
182	251	219	250	219	161
1586	2218	1793	1252	1372	983
15	16	9	13	2	14
183	249	214	295	297	240
2370	3183	2736	1951	2285	1725
1813	2073	2094	1465	1716	1650
872	1002	964	999	926	709
161	196	212	180	163	127
5	9	11	15	8	11
1	11	14	16	16	15
60	97	96	96	93	72
1887	2062	2065	2028	2232	1753
0	2	3	2	0	1
405	442	472	462	444	390
0	0	0	0	1	2
2304	3269	3140	3071	3002	1893
1	4	1	2	5	5
742	818	914	829	792	664
8	7	9	10	10	7
8	3	10	1	3	2
4	1	3	1	2	0
467	560	526	526	527	405
313	342	324	308	346	241
372	410	518	549	502	347
8415	9477	10794	10557	8846	6963
2558	3249	3120	3143	3120	2258
149	154	216	239	209	124
18	13	32	28	22	11
979	1192	966	690	922	739
386	336	323	362	336	328
678	939	768	866	703	557
1	2	2	2	0	1
410	492	472	591	514	333
709	686	665	707	830	610
0	1	0	1	3	2
275	414	374	318	306	193
315	428	468	501	494	353
307	426	434	537	499	318
995	1142	983	921	1025	875
706	838	698	665	800	569
4	5	10	5	3	9
2634	2984	2721	2770	2958	2302
403	411	415	304	346	279
1163	1515	1330	902	1248	861
193	264	258	248	273	152
3	13	35	41	38	7
1271	1343	1370	1269	1205	966
6	9	7	3	10	3
534	507	524	497	464	407
703	855	826	727	821	537
115	127	75	22	8	14
5	6	4	4	3	4
0	0	0	0	0	1
1	3	1	3	0	3
491	839	771	1197	969	508
589	873	892	915	872	568
0	1	1	4	2	1
0	1	0	0	0	2
124	190	169	187	168	130
6	10	8	13	13	12
528	545	594	544	524	416
493	565	565	598	560	467
0	0	1	0	0	0
2	4	3	7	2	2
4162	6400	5896	4340	3770	2515
1803	2429	2380	2322	2257	1510
16	19	21	41	24	14
90	52	56	64	65	73
3	15	7	10	9	10
1290	1800	1632	1964	1793	1196
5	4	7	8	11	2
6684	7034	7147	7526	7790	6507
5	9	9	9	14	6
12	12	20	10	9	12
761	963	987	1000	976	668
14852	14901	13641	14029	15162	12715
220	285	299	265	238	169
1	0	2	5	0	0
1	4	1	2	3	0
80	136	104	124	132	86
3	3	7	22	4	5
119	186	161	250	190	112
0	0	2	9	6	4
33	15	15	39	50	53
118	122	130	129	147	91
641	718	588	599	650	605
122	160	185	143	144	129
96	98	118	65	55	60
0	0	3	1	0	0
9	2	5	35	17	6
3046	3671	3420	3639	3458	2865
1	0	1	1	1	0
847	918	841	964	955	795
1664	2143	1989	2039	2136	1447
1	3	1	1	2	2
1	1	0	3	2	2
0	0	0	0	0	1
0	2	2	1	2	2
1637	1416	1961	2721	2388	2182
121	130	133	143	168	123
2	5	10	9	11	5
866	945	766	736	801	668
