"reporter_id","promoter","library","gcf","cell","condition","stimulation","reference_condition","target","effect_size","off_target","tf","spacing","distance","background","commercial_reporter","neg_ctrls","hPGK","native_enhancer","rand_promoter","tf_target","reporter_activity_minP","reporter_dif_minP","reporter_activity_minP_gcf","reporter_activity_neg","reference_activity_gcf","reference_activity_minP"
"AHR::ARNT_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,1.12480208646396,NA,1.12480208646396,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.73405814058546,NA,1.73405814058546,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.14603964157498,NA,1.14603964157498,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,0.905832165250254,NA,0.905832165250254,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,0.843788859983072,NA,0.843788859983072,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.08704222281994,NA,1.08704222281994,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.11408725262188,NA,1.11408725262188,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,2.04779630642565,NA,2.04779630642565,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.4882904970926,NA,1.4882904970926,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.22298638461467,NA,1.22298638461467,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.20324836735836,NA,1.20324836735836,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.01617918100203,NA,1.01617918100203,NA,NA,NA
"AHR::ARNT_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.824069567480094,NA,0.824069567480094,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,1.67873120009438,NA,1.67873120009438,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,2.01533335239215,NA,2.01533335239215,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,1.62381175144994,NA,1.62381175144994,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,1.20323496996692,NA,1.20323496996692,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.70465010595991,NA,1.70465010595991,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.83818102044969,NA,1.83818102044969,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,0.923542305164484,NA,0.923542305164484,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,0.918459810388477,NA,0.918459810388477,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,1.27356944409387,NA,1.27356944409387,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,0.97823406797506,NA,0.97823406797506,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.54782349017064,NA,1.54782349017064,NA,NA,NA
"AHR::ARNT_neg_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.99246190508752,NA,1.99246190508752,NA,NA,NA
"AHR::ARNT_romanov_NA_10bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_romanov",NA,"10bp",NA,"Yes","No","No","No","No",0,2.2378947586832,0.750029796757261,2.2378947586832,NA,0.284811162943116,0.284811162943116
"AHR::ARNT_romanov_NA_10bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_romanov",NA,"10bp",NA,"Yes","No","No","No","No",NA,1.32981262888521,NA,1.32981262888521,NA,NA,NA
"AHR::ARNT_romanov_NA_10bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_romanov",NA,"10bp",NA,"Yes","No","No","No","No",0,5.43803476302091,1.34072305225351,5.43803476302091,NA,1.10236232166848,1.10236232166848
"AHR::ARNT_romanov_NA_10bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_romanov",NA,"10bp",NA,"Yes","No","No","No","No",NA,1.8466400423366,NA,1.8466400423366,NA,NA,NA
"AHR::ARNT_romanov_NA_21bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_romanov",NA,"21bp",NA,"Yes","No","No","No","No",0,3.67929054263566,0.682038611781191,3.67929054263566,NA,1.19111401956779,1.19111401956779
"AHR::ARNT_romanov_NA_21bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_romanov",NA,"21bp",NA,"Yes","No","No","No","No",NA,2.26452209751713,NA,2.26452209751713,NA,NA,NA
"AHR::ARNT_romanov_NA_21bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_romanov",NA,"21bp",NA,"Yes","No","No","No","No",0,2.41446930026863,1.44059438475672,2.41446930026863,NA,0.388674123037752,0.388674123037752
"AHR::ARNT_romanov_NA_21bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_romanov",NA,"21bp",NA,"Yes","No","No","No","No",NA,1.30918966900654,NA,1.30918966900654,NA,NA,NA
"AHR::ARNT_TF-seq_NA_10bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_TF-seq",NA,"10bp",NA,"Yes","No","No","No","No",0,3.40911850454468,0.239562760833195,3.40911850454468,NA,1.52976009595319,1.52976009595319
"AHR::ARNT_TF-seq_NA_10bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_TF-seq",NA,"10bp",NA,"Yes","No","No","No","No",NA,2.50754906711023,NA,2.50754906711023,NA,NA,NA
"AHR::ARNT_TF-seq_NA_10bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_TF-seq",NA,"10bp",NA,"Yes","No","No","No","No",0,2.34845735027223,0.437962056992462,2.34845735027223,NA,0.793751336428888,0.793751336428888
"AHR::ARNT_TF-seq_NA_10bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_TF-seq",NA,"10bp",NA,"Yes","No","No","No","No",NA,1.28218399469188,NA,1.28218399469188,NA,NA,NA
"AHR::ARNT_TF-seq_NA_21bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_TF-seq",NA,"21bp",NA,"Yes","No","No","No","No",0,1.85428571428571,NA,1.85428571428571,NA,NA,NA
"AHR::ARNT_TF-seq_NA_21bp_mCMV_NA","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_TF-seq",NA,"21bp",NA,"Yes","No","No","No","No",NA,1.07498738840202,NA,1.07498738840202,NA,NA,NA
"AHR::ARNT_TF-seq_NA_21bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AHR::ARNT_TF-seq",NA,"21bp",NA,"Yes","No","No","No","No",0,2.2896904139251,-0.129868966130682,2.2896904139251,NA,1.28684069751002,1.28684069751002
"AHR::ARNT_TF-seq_NA_21bp_minP_NA","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AHR::ARNT_TF-seq",NA,"21bp",NA,"Yes","No","No","No","No",NA,2.41878920835486,NA,2.41878920835486,NA,NA,NA
"AR_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",1,"No","No","No","No","No",0,2.7246038961039,NA,2.7246038961039,0.499902016898942,NA,NA
"AR_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",1,"No","No","No","No","No",NA,0.63062937014937,NA,0.63062937014937,0.174182894611006,NA,NA
"AR_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",2,"No","No","No","No","No",0,4.04509522432455,NA,4.04509522432455,1.80747588322966,NA,NA
"AR_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",2,"No","No","No","No","No",NA,2.25814812978723,NA,2.25814812978723,1.00081218110142,NA,NA
"AR_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",3,"No","No","No","No","No",0,1.28887987012987,0.957953867978002,1.28887987012987,0.260866861226384,-0.591836064204235,-0.591836064204235
"AR_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",3,"No","No","No","No","No",NA,1.3779304954305,NA,1.3779304954305,1.32657247221043,NA,NA
"AR_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",1,"No","No","No","No","No",0,3.95464513069331,0.304442387265266,3.95464513069331,3.12774144892676,1.6787156542458,1.6787156542458
"AR_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",1,"No","No","No","No","No",NA,3.17879912643929,NA,3.17879912643929,3.4203920896367,NA,NA
"AR_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",2,"No","No","No","No","No",0,5.22285319276076,-0.271280099619498,5.22285319276076,5.8760483569562,2.6518147060664,2.6518147060664
"AR_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",2,"No","No","No","No","No",NA,6.56042193300084,NA,6.56042193300084,5.24114531716314,NA,NA
"AR_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","10bp",3,"No","No","No","No","No",0,1.39745642102622,NA,1.39745642102622,0.360170094658943,NA,NA
"AR_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","10bp",3,"No","No","No","No","No",NA,0.766542038101272,NA,0.766542038101272,0.415554378471025,NA,NA
"AR_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",1,"No","No","No","No","No",0,4.88384920634921,1.22236737605751,4.88384920634921,0.92328011664029,1.06092765955431,1.06092765955431
"AR_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",1,"No","No","No","No","No",NA,2.29264939309057,NA,2.29264939309057,0.56843865209911,NA,NA
"AR_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",2,"No","No","No","No","No",0,1.08219175679,0.349182911292487,1.08219175679,0.418601308356729,0.271566012641809,0.271566012641809
"AR_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",2,"No","No","No","No","No",NA,1.20711741528763,NA,1.20711741528763,1.37118572686802,NA,NA
"AR_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",3,"No","No","No","No","No",0,8.58680519480519,0.291127183639109,8.58680519480519,3.88592805032543,2.8089955207624,2.8089955207624
"AR_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",3,"No","No","No","No","No",NA,7.6139950617284,NA,7.6139950617284,3.83645797692367,NA,NA
"AR_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",1,"No","No","No","No","No",0,2.39594040320118,NA,2.39594040320118,1.04338268348273,NA,NA
"AR_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",1,"No","No","No","No","No",NA,1.19880291294155,NA,1.19880291294155,0.752083523648456,NA,NA
"AR_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",2,"No","No","No","No","No",0,1.06219471875136,NA,1.06219471875136,0.469653238929877,NA,NA
"AR_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",2,"No","No","No","No","No",NA,0.461102010042688,NA,0.461102010042688,0.474549779519675,NA,NA
"AR_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","10bp","21bp",3,"No","No","No","No","No",0,0.634674922600619,NA,0.634674922600619,0.214336746844487,NA,NA
"AR_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",3,"No","No","No","No","No",NA,0.970700780312125,NA,0.970700780312125,1.21984277582001,NA,NA
"AR_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","10bp","21bp",1,"No","No","No","No","Yes",NA,0.795397156503061,NA,0.795397156503061,1.16474787805169,NA,NA
"AR_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",1,"No","No","No","No","No",NA,0.54809277066375,NA,0.54809277066375,0.659158937252282,NA,NA
"AR_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","10bp",2,"No","No","No","No","No",0,1.57165069413345,NA,1.57165069413345,0.480193339511364,NA,NA
"AR_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",2,"No","No","No","No","No",NA,1.28339541225058,NA,1.28339541225058,0.924384955143211,NA,NA
"AR_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","10bp",3,"No","No","No","No","No",0,6.97513210216542,1.98208276636112,6.97513210216542,13.4875695709965,0.798382250714439,0.798382250714439
"AR_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",3,"No","No","No","No","No",NA,1.95191786210929,NA,1.95191786210929,3.46545514121566,NA,NA
"AR_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","10bp",1,"No","No","No","No","No",0,2.62608085718493,-0.311139634113151,2.62608085718493,2.49805226257216,1.70405097169347,1.70405097169347
"AR_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",1,"No","No","No","No","No",NA,2.14380903592773,NA,2.14380903592773,1.36394282848265,NA,NA
"AR_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","10bp",2,"No","No","No","No","No",0,2.38613959140275,NA,2.38613959140275,2.44295278240232,NA,NA
"AR_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",2,"No","No","No","No","No",NA,2.54719007229389,NA,2.54719007229389,3.66562940519298,NA,NA
"AR_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","10bp",3,"No","No","No","No","No",0,1.59861103462406,NA,1.59861103462406,0.409599096081471,NA,NA
"AR_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","10bp",3,"No","No","No","No","No",NA,1.2836672331835,NA,1.2836672331835,0.807680129884831,NA,NA
"AR_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","21bp",1,"No","No","No","No","No",0,3.5000094017094,0.674321432463171,3.5000094017094,2.59735442012085,1.09879476150957,1.09879476150957
"AR_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","21bp",1,"No","No","No","No","No",NA,2.48829825498576,NA,2.48829825498576,1.61273278495618,NA,NA
"AR_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","21bp",2,"No","No","No","No","No",0,2.72287847894352,1.07118017028471,2.72287847894352,1.68593798705466,0.273235174217781,0.273235174217781
"AR_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","21bp",2,"No","No","No","No","No",NA,1.23365151632469,NA,1.23365151632469,1.94688232447572,NA,NA
"AR_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","AR","5bp","21bp",3,"No","No","No","No","No",0,4.76138296003513,-0.640233659398249,4.76138296003513,4.59783656725519,1.97912835464727,1.97912835464727
"AR_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"AR","5bp","21bp",3,"No","No","No","No","No",NA,3.94254809538288,NA,3.94254809538288,3.88121672521862,NA,NA
